,file,class,method,Predicted_Values,wmc,loc,maxNestedBlocksQty,Predicted_Metrics,Euclidean_dist
726,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\CompositeFigure.java,CH.ifa.draw.standard.CompositeFigure,removeAll/0,none,2,11,1,[ 2. 11.  1.],[0.]
727,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\CompositeFigure.java,CH.ifa.draw.standard.CompositeFigure,getFigureFromLayer/1[int],none,3,8,1,[3. 8. 1.],[0.]
728,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\CompositeFigure.java,CH.ifa.draw.standard.CompositeFigure,figures/1[java.awt.Rectangle],none,4,18,2,[ 4. 18.  2.],[0.]
729,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\CompositeFigure.java,CH.ifa.draw.standard.CompositeFigure,addAll/1[java.util.Vector],none,1,3,0,[1. 3. 0.],[0.]
730,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\CompositeFigure.java,CH.ifa.draw.standard.CompositeFigure,bringToFront/1[CH.ifa.draw.framework.Figure],none,2,9,1,[2. 9. 1.],[0.]
731,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\CompositeFigure.java,CH.ifa.draw.standard.CompositeFigure,remove/1[CH.ifa.draw.framework.Figure],none,1,3,0,[1. 3. 0.],[0.]
732,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\CompositeFigure.java,CH.ifa.draw.standard.CompositeFigure,figureAt/1[int],none,1,3,0,[1. 3. 0.],[0.]
733,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\CompositeFigure.java,CH.ifa.draw.standard.CompositeFigure,"findFigureInsideWithout/3[int,int,CH.ifa.draw.framework.Figure]",none,4,13,3,[ 4. 13.  3.],[0.]
734,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\CompositeFigure.java,CH.ifa.draw.standard.CompositeFigure,includes/1[CH.ifa.draw.framework.Figure],none,4,13,2,[ 4. 13.  2.],[0.]
735,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\CompositeFigure.java,CH.ifa.draw.standard.CompositeFigure,_removeFromQuadTree/1[CH.ifa.draw.framework.Figure],none,2,5,1,[2. 5. 1.],[0.]
736,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\CompositeFigure.java,CH.ifa.draw.standard.CompositeFigure,figureInvalidated/1[CH.ifa.draw.framework.FigureChangeEvent],none,2,5,1,[2. 5. 1.],[0.]
737,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\CompositeFigure.java,CH.ifa.draw.standard.CompositeFigure,figureRemoved/1[CH.ifa.draw.framework.FigureChangeEvent],none,1,2,0,[1. 2. 0.],[0.]
738,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\CompositeFigure.java,CH.ifa.draw.standard.CompositeFigure,readObject/1[java.io.ObjectInputStream],none,2,8,1,[2. 8. 1.],[0.]
739,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\CompositeFigure.java,CH.ifa.draw.standard.CompositeFigure,"findFigure/2[java.awt.Rectangle,CH.ifa.draw.framework.Figure]",none,5,12,2,[ 5. 12.  2.],[0.]
740,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\CompositeFigure.java,CH.ifa.draw.standard.CompositeFigure,orphanAll/1[java.util.Vector],none,1,3,0,[1. 3. 0.],[0.]
741,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\CompositeFigure.java,CH.ifa.draw.standard.CompositeFigure,figuresReverse/0,none,1,3,0,[1. 3. 0.],[0.]
742,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\CompositeFigure.java,CH.ifa.draw.standard.CompositeFigure,orphan/1[CH.ifa.draw.framework.Figure],none,2,8,1,[2. 8. 1.],[0.]
743,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\CompositeFigure.java,CH.ifa.draw.standard.CompositeFigure,add/1[CH.ifa.draw.framework.Figure],none,2,9,1,[2. 9. 1.],[0.]
744,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\CompositeFigure.java,CH.ifa.draw.standard.CompositeFigure,"sendToLayer/2[CH.ifa.draw.framework.Figure,int]",none,5,20,2,[ 5. 20.  2.],[0.]
745,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\CompositeFigure.java,CH.ifa.draw.standard.CompositeFigure,"replace/2[CH.ifa.draw.framework.Figure,CH.ifa.draw.framework.Figure]",none,2,12,1,[ 2. 12.  1.],[0.]
746,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\CompositeFigure.java,CH.ifa.draw.standard.CompositeFigure,"assignFiguresToPredecessorZValue/2[int,int]",none,3,10,1,[ 3. 10.  1.],[0.]
747,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\CompositeFigure.java,CH.ifa.draw.standard.CompositeFigure,_clearQuadTree/0,none,2,5,1,[2. 5. 1.],[0.]
748,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\CompositeFigure.java,CH.ifa.draw.standard.CompositeFigure,"findFigure/2[int,int]",none,3,10,2,[ 3. 10.  2.],[0.]
749,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\CompositeFigure.java,CH.ifa.draw.standard.CompositeFigure,figures/0,none,1,3,0,[1. 3. 0.],[0.]
750,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\CompositeFigure.java,CH.ifa.draw.standard.CompositeFigure,"findFigureWithout/3[int,int,CH.ifa.draw.framework.Figure]",none,5,11,2,[ 5. 11.  2.],[0.]
751,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\CompositeFigure.java,CH.ifa.draw.standard.CompositeFigure,"findFigureInside/2[int,int]",none,3,10,2,[ 3. 10.  2.],[0.]
752,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\CompositeFigure.java,CH.ifa.draw.standard.CompositeFigure,figureRequestRemove/1[CH.ifa.draw.framework.FigureChangeEvent],none,2,5,1,[2. 5. 1.],[0.]
753,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\CompositeFigure.java,CH.ifa.draw.standard.CompositeFigure,getLayer/1[CH.ifa.draw.framework.Figure],none,2,8,1,[2. 8. 1.],[0.]
754,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\CompositeFigure.java,CH.ifa.draw.standard.CompositeFigure,draw/1[java.awt.Graphics],none,2,6,1,[2. 6. 1.],[0.]
755,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\CompositeFigure.java,CH.ifa.draw.standard.CompositeFigure,init/1[java.awt.Rectangle],none,2,7,1,[2. 7. 1.],[0.]
756,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\CompositeFigure.java,CH.ifa.draw.standard.CompositeFigure,_addToQuadTree/1[CH.ifa.draw.framework.Figure],none,2,5,1,[2. 5. 1.],[0.]
757,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\CompositeFigure.java,CH.ifa.draw.standard.CompositeFigure,"draw/2[java.awt.Graphics,CH.ifa.draw.framework.FigureEnumeration]",none,2,5,1,[2. 5. 1.],[0.]
758,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AbstractHandle.java,CH.ifa.draw.standard.AbstractHandle,"containsPoint/2[int,int]",none,1,3,0,[1. 3. 0.],[0.]
759,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AbstractHandle.java,CH.ifa.draw.standard.AbstractHandle,"invokeStart/3[int,int,CH.ifa.draw.framework.Drawing]",none,1,2,0,[1. 2. 0.],[0.]
760,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AbstractHandle.java,CH.ifa.draw.standard.AbstractHandle,"invokeStep/5[int,int,int,int,CH.ifa.draw.framework.DrawingView]",none,1,3,0,[1. 3. 0.],[0.]
761,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AbstractHandle.java,CH.ifa.draw.standard.AbstractHandle,"invokeEnd/5[int,int,int,int,CH.ifa.draw.framework.DrawingView]",none,1,3,0,[1. 3. 0.],[0.]
762,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AbstractHandle.java,CH.ifa.draw.standard.AbstractHandle,"invokeStart/3[int,int,CH.ifa.draw.framework.DrawingView]",none,1,3,0,[1. 3. 0.],[0.]
763,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AbstractHandle.java,CH.ifa.draw.standard.AbstractHandle,draw/1[java.awt.Graphics],none,1,7,0,[1. 7. 0.],[0.]
764,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AbstractHandle.java,CH.ifa.draw.standard.AbstractHandle,"invokeEnd/3[int,int,CH.ifa.draw.framework.Drawing]",none,1,2,0,[1. 2. 0.],[0.]
765,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AbstractHandle.java,CH.ifa.draw.standard.AbstractHandle,getUndoActivity/0,none,1,3,0,[1. 3. 0.],[0.]
766,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AbstractHandle.java,CH.ifa.draw.standard.AbstractHandle,setUndoActivity/1[CH.ifa.draw.util.Undoable],none,1,3,0,[1. 3. 0.],[0.]
767,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AbstractHandle.java,CH.ifa.draw.standard.AbstractHandle,displayBox/0,none,1,4,0,[1. 4. 0.],[0.]
768,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AbstractHandle.java,CH.ifa.draw.standard.AbstractHandle,AbstractHandle/1[CH.ifa.draw.framework.Figure],none,1,3,0,[1. 3. 0.],[0.]
769,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AbstractHandle.java,CH.ifa.draw.standard.AbstractHandle,locate/0,none,1,1,0,[1. 2. 0.],[1.]
770,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AbstractHandle.java,CH.ifa.draw.standard.AbstractHandle,owner/0,none,1,3,0,[1. 3. 0.],[0.]
771,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\AbstractHandle.java,CH.ifa.draw.standard.AbstractHandle,"invokeStep/3[int,int,CH.ifa.draw.framework.Drawing]",none,1,2,0,[1. 2. 0.],[0.]
772,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\framework\PointConstrainer.java,CH.ifa.draw.framework.PointConstrainer,getStepY/0,none,1,1,0,[1. 2. 0.],[1.]
773,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\framework\PointConstrainer.java,CH.ifa.draw.framework.PointConstrainer,constrainPoint/1[java.awt.Point],none,1,1,0,[1. 2. 0.],[1.]
774,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\framework\PointConstrainer.java,CH.ifa.draw.framework.PointConstrainer,getStepX/0,none,1,1,0,[1. 2. 0.],[1.]
775,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\CommandListener.java,CH.ifa.draw.util.CommandListener,commandExecuted/1[java.util.EventObject],none,1,1,0,[1. 2. 0.],[1.]
776,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\CommandListener.java,CH.ifa.draw.util.CommandListener,commandExecutable/1[java.util.EventObject],none,1,1,0,[1. 2. 0.],[1.]
777,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\CommandListener.java,CH.ifa.draw.util.CommandListener,commandNotExecutable/1[java.util.EventObject],none,1,1,0,[1. 2. 0.],[1.]
778,D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\FigureChangeEventMulticaster.java,CH.ifa.draw.standard.FigureChangeEventMulticaster,"FigureChangeEventMulticaster/2[java.util.EventListener,java.util.EventListener]",none,1,3,0,[1. 3. 0.],[0.]
