file,class,method,variable,usage
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\PolyLineFigure.java,CH.ifa.draw.figures.PolyLineFigure,getAttribute/1[java.lang.String],ARROW_TIP_END,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\PolyLineFigure.java,CH.ifa.draw.figures.PolyLineFigure,getAttribute/1[java.lang.String],ARROW_TIP_START,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\PolyLineFigure.java,CH.ifa.draw.figures.PolyLineFigure,handles/0,fPoints,2
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\PolyLineFigure.java,CH.ifa.draw.figures.PolyLineFigure,"findSegment/2[int,int]",fPoints,3
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\PolyLineFigure.java,CH.ifa.draw.figures.PolyLineFigure,"PolyLineFigure/2[int,int]",fPoints,2
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\PolyLineFigure.java,CH.ifa.draw.figures.PolyLineFigure,getStartDecoration/0,fStartDecoration,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\PolyLineFigure.java,CH.ifa.draw.figures.PolyLineFigure,"insertPointAt/2[java.awt.Point,int]",fPoints,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\PolyLineFigure.java,CH.ifa.draw.figures.PolyLineFigure,setStartDecoration/1[CH.ifa.draw.figures.LineDecoration],fStartDecoration,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\PolyLineFigure.java,CH.ifa.draw.figures.PolyLineFigure,"setAttribute/2[java.lang.String,java.lang.Object]",ARROW_TIP_END,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\PolyLineFigure.java,CH.ifa.draw.figures.PolyLineFigure,"setAttribute/2[java.lang.String,java.lang.Object]",ARROW_TIP_START,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\PolyLineFigure.java,CH.ifa.draw.figures.PolyLineFigure,"basicMoveBy/2[int,int]",fPoints,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\PolyLineFigure.java,CH.ifa.draw.figures.PolyLineFigure,removePointAt/1[int],fPoints,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\PolyLineFigure.java,CH.ifa.draw.figures.PolyLineFigure,PolyLineFigure/1[int],fPoints,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\PolyLineFigure.java,CH.ifa.draw.figures.PolyLineFigure,pointAt/1[int],fPoints,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\PolyLineFigure.java,CH.ifa.draw.figures.PolyLineFigure,read/1[CH.ifa.draw.util.StorableInput],fPoints,2
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\PolyLineFigure.java,CH.ifa.draw.figures.PolyLineFigure,read/1[CH.ifa.draw.util.StorableInput],fFrameColor,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\PolyLineFigure.java,CH.ifa.draw.figures.PolyLineFigure,getEndDecoration/0,fEndDecoration,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\DecoratorFigure.java,CH.ifa.draw.standard.DecoratorFigure,getDecoratedFigure/0,fComponent,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\DecoratorFigure.java,CH.ifa.draw.standard.DecoratorFigure,decorate/1[CH.ifa.draw.framework.Figure],fComponent,2
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\PolyLineHandle.java,CH.ifa.draw.figures.PolyLineHandle,"PolyLineHandle/3[CH.ifa.draw.figures.PolyLineFigure,CH.ifa.draw.framework.Locator,int]",fIndex,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\PolyLineHandle.java,CH.ifa.draw.figures.PolyLineHandle,"invokeStart/3[int,int,CH.ifa.draw.framework.DrawingView]",fIndex,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\TextFigure.java,CH.ifa.draw.figures.TextFigure,write/1[CH.ifa.draw.util.StorableOutput],fIsReadOnly,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\TextFigure.java,CH.ifa.draw.figures.TextFigure,write/1[CH.ifa.draw.util.StorableOutput],fText,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\TextFigure.java,CH.ifa.draw.figures.TextFigure,write/1[CH.ifa.draw.util.StorableOutput],fOriginX,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\TextFigure.java,CH.ifa.draw.figures.TextFigure,write/1[CH.ifa.draw.util.StorableOutput],fOriginY,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\TextFigure.java,CH.ifa.draw.figures.TextFigure,write/1[CH.ifa.draw.util.StorableOutput],fFont,3
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\TextFigure.java,CH.ifa.draw.figures.TextFigure,write/1[CH.ifa.draw.util.StorableOutput],fObservedFigure,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\TextFigure.java,CH.ifa.draw.figures.TextFigure,write/1[CH.ifa.draw.util.StorableOutput],fLocator,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\TextFigure.java,CH.ifa.draw.figures.TextFigure,setText/1[java.lang.String],fText,2
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\TextFigure.java,CH.ifa.draw.figures.TextFigure,setCurrentFontName/1[java.lang.String],fgCurrentFontName,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\TextFigure.java,CH.ifa.draw.figures.TextFigure,readObject/1[java.io.ObjectInputStream],fObservedFigure,2
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\TextFigure.java,CH.ifa.draw.figures.TextFigure,"basicMoveBy/2[int,int]",fOriginX,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\TextFigure.java,CH.ifa.draw.figures.TextFigure,"basicMoveBy/2[int,int]",fOriginY,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\TextFigure.java,CH.ifa.draw.figures.TextFigure,displayBox/0,fOriginX,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\TextFigure.java,CH.ifa.draw.figures.TextFigure,displayBox/0,fOriginY,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\TextFigure.java,CH.ifa.draw.figures.TextFigure,setFont/1[java.awt.Font],fFont,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\TextFigure.java,CH.ifa.draw.figures.TextFigure,TextFigure/0,fSizeIsDirty,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\TextFigure.java,CH.ifa.draw.figures.TextFigure,TextFigure/0,fText,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\TextFigure.java,CH.ifa.draw.figures.TextFigure,TextFigure/0,fOriginX,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\TextFigure.java,CH.ifa.draw.figures.TextFigure,TextFigure/0,fOriginY,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\TextFigure.java,CH.ifa.draw.figures.TextFigure,TextFigure/0,fFont,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\TextFigure.java,CH.ifa.draw.figures.TextFigure,setCurrentFontStyle/1[int],fgCurrentFontStyle,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\TextFigure.java,CH.ifa.draw.figures.TextFigure,updateLocation/0,fOriginX,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\TextFigure.java,CH.ifa.draw.figures.TextFigure,updateLocation/0,fOriginY,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\TextFigure.java,CH.ifa.draw.figures.TextFigure,updateLocation/0,fLocator,2
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\TextFigure.java,CH.ifa.draw.figures.TextFigure,updateLocation/0,fObservedFigure,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\TextFigure.java,CH.ifa.draw.figures.TextFigure,connect/1[CH.ifa.draw.framework.Figure],fObservedFigure,4
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\TextFigure.java,CH.ifa.draw.figures.TextFigure,connect/1[CH.ifa.draw.framework.Figure],fLocator,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\TextFigure.java,CH.ifa.draw.figures.TextFigure,setReadOnly/1[boolean],fIsReadOnly,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\TextFigure.java,CH.ifa.draw.figures.TextFigure,textExtent/0,fHeight,2
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\TextFigure.java,CH.ifa.draw.figures.TextFigure,textExtent/0,fSizeIsDirty,2
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\TextFigure.java,CH.ifa.draw.figures.TextFigure,textExtent/0,fText,2
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\TextFigure.java,CH.ifa.draw.figures.TextFigure,textExtent/0,fWidth,2
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\TextFigure.java,CH.ifa.draw.figures.TextFigure,textExtent/0,fFont,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\TextFigure.java,CH.ifa.draw.figures.TextFigure,setCurrentFontSize/1[int],fgCurrentFontSize,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\TextFigure.java,CH.ifa.draw.figures.TextFigure,readOnly/0,fIsReadOnly,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\TextFigure.java,CH.ifa.draw.figures.TextFigure,disconnect/1[CH.ifa.draw.framework.Figure],fLocator,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\TextFigure.java,CH.ifa.draw.figures.TextFigure,drawFrame/1[java.awt.Graphics],fText,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\TextFigure.java,CH.ifa.draw.figures.TextFigure,drawFrame/1[java.awt.Graphics],fOriginX,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\TextFigure.java,CH.ifa.draw.figures.TextFigure,drawFrame/1[java.awt.Graphics],fOriginY,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\TextFigure.java,CH.ifa.draw.figures.TextFigure,drawFrame/1[java.awt.Graphics],fFont,2
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\TextFigure.java,CH.ifa.draw.figures.TextFigure,"moveBy/2[int,int]",fLocator,2
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\TextFigure.java,CH.ifa.draw.figures.TextFigure,createCurrentFont/0,fgCurrentFontSize,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\TextFigure.java,CH.ifa.draw.figures.TextFigure,createCurrentFont/0,fgCurrentFontStyle,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\TextFigure.java,CH.ifa.draw.figures.TextFigure,createCurrentFont/0,fgCurrentFontName,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\TextFigure.java,CH.ifa.draw.figures.TextFigure,"basicDisplayBox/2[java.awt.Point,java.awt.Point]",fOriginX,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\TextFigure.java,CH.ifa.draw.figures.TextFigure,"basicDisplayBox/2[java.awt.Point,java.awt.Point]",fOriginY,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\TextFigure.java,CH.ifa.draw.figures.TextFigure,acceptsTyping/0,fIsReadOnly,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\TextFigure.java,CH.ifa.draw.figures.TextFigure,markDirty/0,fSizeIsDirty,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\TextFigure.java,CH.ifa.draw.figures.TextFigure,release/0,fObservedFigure,2
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\TextFigure.java,CH.ifa.draw.figures.TextFigure,getFont/0,fFont,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\TextFigure.java,CH.ifa.draw.figures.TextFigure,read/1[CH.ifa.draw.util.StorableInput],fIsReadOnly,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\TextFigure.java,CH.ifa.draw.figures.TextFigure,read/1[CH.ifa.draw.util.StorableInput],fText,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\TextFigure.java,CH.ifa.draw.figures.TextFigure,read/1[CH.ifa.draw.util.StorableInput],fOriginX,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\TextFigure.java,CH.ifa.draw.figures.TextFigure,read/1[CH.ifa.draw.util.StorableInput],fOriginY,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\TextFigure.java,CH.ifa.draw.figures.TextFigure,read/1[CH.ifa.draw.util.StorableInput],fFont,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\TextFigure.java,CH.ifa.draw.figures.TextFigure,read/1[CH.ifa.draw.util.StorableInput],fObservedFigure,3
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\TextFigure.java,CH.ifa.draw.figures.TextFigure,read/1[CH.ifa.draw.util.StorableInput],fLocator,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\TextFigure.java,CH.ifa.draw.figures.TextFigure,getText/0,fText,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\OrderedFigureElement.java,CH.ifa.draw.standard.OrderedFigureElement,compareTo/1[java.lang.Object],_nZ,2
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\OrderedFigureElement.java,CH.ifa.draw.standard.OrderedFigureElement,getFigure/0,_theFigure,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\OrderedFigureElement.java,CH.ifa.draw.standard.OrderedFigureElement,getZValue/0,_nZ,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\OrderedFigureElement.java,CH.ifa.draw.standard.OrderedFigureElement,"OrderedFigureElement/2[CH.ifa.draw.framework.Figure,int]",_theFigure,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\standard\OrderedFigureElement.java,CH.ifa.draw.standard.OrderedFigureElement,"OrderedFigureElement/2[CH.ifa.draw.framework.Figure,int]",_nZ,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\UndoableHandle.java,CH.ifa.draw.util.UndoableHandle,getWrappedHandle/0,myWrappedHandle,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\UndoableHandle.java,CH.ifa.draw.util.UndoableHandle,getDrawingView/0,myDrawingView,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\UndoableHandle.java,CH.ifa.draw.util.UndoableHandle,setWrappedHandle/1[CH.ifa.draw.framework.Handle],myWrappedHandle,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\UndoableHandle.java,CH.ifa.draw.util.UndoableHandle,setDrawingView/1[CH.ifa.draw.framework.DrawingView],myDrawingView,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\ElbowHandle.java,CH.ifa.draw.figures.ElbowHandle,constrainY/1[int],fSegment,2
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\ElbowHandle.java,CH.ifa.draw.figures.ElbowHandle,locate/0,fSegment,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\ElbowHandle.java,CH.ifa.draw.figures.ElbowHandle,"ElbowHandle/2[CH.ifa.draw.figures.LineConnection,int]",fSegment,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\ElbowHandle.java,CH.ifa.draw.figures.ElbowHandle,"invokeStart/3[int,int,CH.ifa.draw.framework.DrawingView]",fLastY,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\ElbowHandle.java,CH.ifa.draw.figures.ElbowHandle,"invokeStart/3[int,int,CH.ifa.draw.framework.DrawingView]",fLastX,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\ElbowHandle.java,CH.ifa.draw.figures.ElbowHandle,constrainX/1[int],fSegment,2
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\ElbowHandle.java,CH.ifa.draw.figures.ElbowHandle,"invokeStep/5[int,int,int,int,CH.ifa.draw.framework.DrawingView]",fLastY,2
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\ElbowHandle.java,CH.ifa.draw.figures.ElbowHandle,"invokeStep/5[int,int,int,int,CH.ifa.draw.framework.DrawingView]",fLastX,2
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\ElbowHandle.java,CH.ifa.draw.figures.ElbowHandle,"invokeStep/5[int,int,int,int,CH.ifa.draw.framework.DrawingView]",fSegment,4
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\MDIDesktopPane.java,CH.ifa.draw.contrib.MDIDesktopPane,add/1[javax.swing.JInternalFrame],FRAME_OFFSET,2
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\MDIDesktopPane.java,CH.ifa.draw.contrib.MDIDesktopPane,cascadeFrames/0,manager,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\MDIDesktopPane.java,CH.ifa.draw.contrib.MDIDesktopPane,cascadeFrames/0,FRAME_OFFSET,4
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\MDIDesktopPane.java,CH.ifa.draw.contrib.MDIDesktopPane,MDIDesktopPane/0,manager,2
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\MDIDesktopPane.java,CH.ifa.draw.contrib.MDIDesktopPane,tileFrames/0,manager,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\contrib\MDIDesktopPane.java,CH.ifa.draw.contrib.MDIDesktopPane,checkDesktopSize/0,manager,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\Filler.java,CH.ifa.draw.util.Filler,"Filler/3[int,int,java.awt.Color]",fHeight,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\Filler.java,CH.ifa.draw.util.Filler,"Filler/3[int,int,java.awt.Color]",fWidth,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\Filler.java,CH.ifa.draw.util.Filler,"Filler/3[int,int,java.awt.Color]",fBackground,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\Filler.java,CH.ifa.draw.util.Filler,getMinimumSize/0,fHeight,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\Filler.java,CH.ifa.draw.util.Filler,getMinimumSize/0,fWidth,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\Filler.java,CH.ifa.draw.util.Filler,getBackground/0,fBackground,2
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\ArrowTip.java,CH.ifa.draw.figures.ArrowTip,setAngle/1[double],fAngle,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\ArrowTip.java,CH.ifa.draw.figures.ArrowTip,setOuterRadius/1[double],fOuterRadius,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\ArrowTip.java,CH.ifa.draw.figures.ArrowTip,getOuterRadius/0,fOuterRadius,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\ArrowTip.java,CH.ifa.draw.figures.ArrowTip,getAngle/0,fAngle,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\ArrowTip.java,CH.ifa.draw.figures.ArrowTip,setInnerRadius/1[double],fInnerRadius,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\figures\ArrowTip.java,CH.ifa.draw.figures.ArrowTip,getInnerRadius/0,fInnerRadius,1
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\Iconkit.java,CH.ifa.draw.util.Iconkit,loadImage/1[java.lang.String],fMap,3
D:\Masters\OOD\Object-Oriented-Design-Project\JHotDraw5.3-master\src\CH\ifa\draw\util\Iconkit.java,CH.ifa.draw.util.Iconkit,instance/0,fgIconkit,1
